contrast.quiet,contrast.noisy,contrast.n_pairs,contrast.quiet_mean,contrast.noisy_mean,contrast.mean_diff_noisy_minus_quiet,contrast.cohen_dz,contrast.diff_95ci_low,contrast.diff_95ci_high,contrast.paired_t,contrast.paired_t_p,contrast.wilcoxon_p,regional_test.test,regional_test.n_participants,regional_test.statistic,regional_test.p_value,duration_reliability.split_half_target,duration_reliability.icc_target,duration_reliability.min_n,duration_reliability.minutes_for_split_half,duration_reliability.minutes_for_good_icc,duration_reliability.max_split_half,duration_reliability.max_icc,duration_reliability.max_trustworthy_minutes,duration_reliability.n_recordings,stabilization.n_recordings,stabilization.n_stabilized,stabilization.pct_stabilized,stabilization.minutes_median,stabilization.minutes_iqr,stabilization.minutes_min,stabilization.minutes_max,inclusion.min_clean_minutes,inclusion.n_before,inclusion.n_included,inclusion.n_excluded,inclusion.excluded_recordings
rest,movie,12,1.2622,1.2905,0.0282,0.7048,0.0028,0.0537,2.4414,0.0327,0.064,Friedman (participant-level),6,0.3333,0.8465,0.9,0.75,8,1.0,1.0,0.996,0.9847,3.0,24,24,23,95.8,1.0,0.0,1.0,2.5,0.0,24,24,0,
